text-filter,pos_tags,affordance_y,words,stemmed_words,stem_no_stop,cluster,pos_list,tag_cluster
"I connect apple Bluetooth mouse and keyboard to the phone and hook it to the my TV screen through HDMI and there I have a full computer for simple office use (e-mail, web , and games)","['PRP', 'VBP', 'NN', 'NNP', 'NN', 'CC', 'NN', 'TO', 'DT', 'NN', 'CC', 'VB', 'PRP', 'TO', 'DT', 'PRP$', 'NN', 'NN', 'IN', 'NNP', 'CC', 'RB', 'PRP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', '(', 'JJ', ',', 'NN', ',', 'CC', 'NNS', ')']",connectivity ,"['I', 'connect', 'apple', 'Bluetooth', 'mouse', 'and', 'keyboard', 'to', 'the', 'phone', 'and', 'hook', 'it', 'to', 'the', 'my', 'TV', 'screen', 'through', 'HDMI', 'and', 'there', 'I', 'have', 'a', 'full', 'computer', 'for', 'simple', 'office', 'use', '(', 'e-mail', ',', 'web', ',', 'and', 'games', ')']","['I', 'connect', 'appl', 'bluetooth', 'mous', 'and', 'keyboard', 'to', 'the', 'phone', 'and', 'hook', 'it', 'to', 'the', 'my', 'TV', 'screen', 'through', 'hdmi', 'and', 'there', 'I', 'have', 'a', 'full', 'comput', 'for', 'simpl', 'offic', 'use', '(', 'e-mail', ',', 'web', ',', 'and', 'game', ')']","['I', 'connect', 'appl', 'bluetooth', 'mous', 'keyboard', 'phone', 'hook', 'TV', 'screen', 'hdmi', 'I', 'full', 'comput', 'simpl', 'offic', 'use', '(', 'e-mail', ',', 'web', ',', 'game', ')']",1,"PRP VBP NN NNP NN CC NN TO DT NN CC VB PRP TO DT PRP$ NN NN IN NNP CC RB PRP VBP DT JJ NN IN JJ NN NN ( JJ , NN , CC NNS )",1
The only thing I miss (being a USA user) are local apps.,"['DT', 'JJ', 'NN', 'PRP', 'VBP', '(', 'VBG', 'DT', 'NNP', 'NN', ')', 'VBP', 'JJ', 'NN', '.']",App Store #missing,"['The', 'only', 'thing', 'I', 'miss', '(', 'being', 'a', 'USA', 'user', ')', 'are', 'local', 'apps', '.']","['the', 'onli', 'thing', 'I', 'miss', '(', 'be', 'a', 'usa', 'user', ')', 'are', 'local', 'app', '.']","['onli', 'thing', 'I', 'miss', '(', 'usa', 'user', ')', 'local', 'app', '.']",2,DT JJ NN PRP VBP ( VBG DT NNP NN ) VBP JJ NN .,0
"The OS is the new version of Symbian, which is more customizable with multiple home screens and many improvements to the previous OSs.","['DT', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'WDT', 'VBZ', 'RBR', 'JJ', 'IN', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NNS', 'TO', 'DT', 'JJ', 'NNP', '.']",customize-ability,"['The', 'OS', 'is', 'the', 'new', 'version', 'of', 'Symbian', ',', 'which', 'is', 'more', 'customizable', 'with', 'multiple', 'home', 'screens', 'and', 'many', 'improvements', 'to', 'the', 'previous', 'OSs', '.']","['the', 'OS', 'is', 'the', 'new', 'version', 'of', 'symbian', ',', 'which', 'is', 'more', 'customiz', 'with', 'multipl', 'home', 'screen', 'and', 'mani', 'improv', 'to', 'the', 'previou', 'oss', '.']","['OS', 'new', 'version', 'symbian', ',', 'customiz', 'multipl', 'home', 'screen', 'mani', 'improv', 'previou', 'oss', '.']",1,"DT NNP VBZ DT JJ NN IN NNP , WDT VBZ RBR JJ IN JJ NN NNS CC JJ NNS TO DT JJ NNP .",0
I can listen to my play list on my phone trough my car stereo very kool !!,"['PRP', 'MD', 'VB', 'TO', 'PRP$', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'RB', 'JJ', '.', '.']",connectivity,"['I', 'can', 'listen', 'to', 'my', 'play', 'list', 'on', 'my', 'phone', 'trough', 'my', 'car', 'stereo', 'very', 'kool', '!', '!']","['I', 'can', 'listen', 'to', 'my', 'play', 'list', 'on', 'my', 'phone', 'trough', 'my', 'car', 'stereo', 'veri', 'kool', '!', '!']","['I', 'listen', 'play', 'list', 'phone', 'trough', 'car', 'stereo', 'veri', 'kool', '!', '!']",0,PRP MD VB TO PRP$ NN NN IN PRP$ NN IN PRP$ NN NN RB JJ . .,1
"Games are violently laggy, jerky, and overall TERRIBLE.","['NNS', 'VBP', 'RB', 'JJ', ',', 'NN', ',', 'CC', 'JJ', 'NNP', '.']",gaming experience #missing,"['Games', 'are', 'violently', 'laggy', ',', 'jerky', ',', 'and', 'overall', 'TERRIBLE', '.']","['game', 'are', 'violent', 'laggi', ',', 'jerki', ',', 'and', 'overal', 'terribl', '.']","['game', 'violent', 'laggi', ',', 'jerki', ',', 'overal', 'terribl', '.']",2,"NNS VBP RB JJ , NN , CC JJ NNP .",0
and you can download for free EVERY language you can think of,"['CC', 'PRP', 'MD', 'VB', 'IN', 'JJ', 'NNP', 'NN', 'PRP', 'MD', 'VB', 'IN']",customize-ability,"['and', 'you', 'can', 'download', 'for', 'free', 'EVERY', 'language', 'you', 'can', 'think', 'of']","['and', 'you', 'can', 'download', 'for', 'free', 'everi', 'languag', 'you', 'can', 'think', 'of']","['download', 'free', 'everi', 'languag', 'think']",2,CC PRP MD VB IN JJ NNP NN PRP MD VB IN,1
"I like to customize my interface and the X3 provides lots of theme and screen organization options so you can put your preferred tools at the level and order you prefer","['PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'CC', 'DT', 'NNP', 'VBZ', 'NNS', 'IN', 'NN', 'CC', 'JJ', 'NN', 'NNS', 'IN', 'PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'CC', 'NN', 'PRP', 'VBP']","customize-ability","['I', 'like', 'to', 'customize', 'my', 'interface', 'and', 'the', 'X3', 'provides', 'lots', 'of', 'theme', 'and', 'screen', 'organization', 'options', 'so', 'you', 'can', 'put', 'your', 'preferred', 'tools', 'at', 'the', 'level', 'and', 'order', 'you', 'prefer']","['I', 'like', 'to', 'custom', 'my', 'interfac', 'and', 'the', 'X3', 'provid', 'lot', 'of', 'theme', 'and', 'screen', 'organ', 'option', 'so', 'you', 'can', 'put', 'your', 'prefer', 'tool', 'at', 'the', 'level', 'and', 'order', 'you', 'prefer']","['I', 'like', 'custom', 'interfac', 'X3', 'provid', 'lot', 'theme', 'screen', 'organ', 'option', 'put', 'prefer', 'tool', 'level', 'order', 'prefer']",1,PRP VBP TO VB PRP$ NN CC DT NNP VBZ NNS IN NN CC JJ NN NNS IN PRP MD VB PRP$ JJ NNS IN DT NN CC NN PRP VBP,1
The battery life is a lot less than what I had come to expect of Nokia.,"['DT', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'JJR', 'IN', 'WP', 'PRP', 'VBD', 'VBN', 'TO', 'VB', 'IN', 'NNP', '.']",battery life ,"['The', 'battery', 'life', 'is', 'a', 'lot', 'less', 'than', 'what', 'I', 'had', 'come', 'to', 'expect', 'of', 'Nokia', '.']","['the', 'batteri', 'life', 'is', 'a', 'lot', 'less', 'than', 'what', 'I', 'had', 'come', 'to', 'expect', 'of', 'nokia', '.']","['batteri', 'life', 'lot', 'less', 'I', 'come', 'expect', 'nokia', '.']",2,DT NN NN VBZ DT NN JJR IN WP PRP VBD VBN TO VB IN NNP .,2
all the attention of constantly updating apps and the constant feed of all my Google data,"['PDT', 'DT', 'NN', 'IN', 'RB', 'VBG', 'NN', 'CC', 'DT', 'JJ', 'NN', 'IN', 'DT', 'PRP$', 'NNP', 'NN']",OS quality,"['all', 'the', 'attention', 'of', 'constantly', 'updating', 'apps', 'and', 'the', 'constant', 'feed', 'of', 'all', 'my', 'Google', 'data']","['all', 'the', 'attent', 'of', 'constantli', 'updat', 'app', 'and', 'the', 'constant', 'feed', 'of', 'all', 'my', 'googl', 'data']","['attent', 'constantli', 'updat', 'app', 'constant', 'feed', 'googl', 'data']",2,PDT DT NN IN RB VBG NN CC DT JJ NN IN DT PRP$ NNP NN,2
Camera glitched out a few months ago and stopped focusing.,"['NN', 'VBD', 'RP', 'DT', 'JJ', 'NNS', 'RB', 'CC', 'VBD', 'VBG', '.']",OS quality #missing,"['Camera', 'glitched', 'out', 'a', 'few', 'months', 'ago', 'and', 'stopped', 'focusing', '.']","['camera', 'glitch', 'out', 'a', 'few', 'month', 'ago', 'and', 'stop', 'focus', '.']","['camera', 'glitch', 'month', 'ago', 'stop', 'focus', '.']",2,NN VBD RP DT JJ NNS RB CC VBD VBG .,0
It started out pretty random - was typing a text message and it started to type gibberish.,"['PRP', 'VBD', 'RP', 'RB', 'JJ', ':', 'VBD', 'VBG', 'DT', 'JJ', 'NN', 'CC', 'PRP', 'VBD', 'TO', 'VB', 'NN', '.']",UI quality #missing,"['It', 'started', 'out', 'pretty', 'random', '-', 'was', 'typing', 'a', 'text', 'message', 'and', 'it', 'started', 'to', 'type', 'gibberish', '.']","['It', 'start', 'out', 'pretti', 'random', '-', 'wa', 'type', 'a', 'text', 'messag', 'and', 'it', 'start', 'to', 'type', 'gibberish', '.']","['It', 'start', 'pretti', 'random', '-', 'wa', 'type', 'text', 'messag', 'start', 'type', 'gibberish', '.']",2,PRP VBD RP RB JJ : VBD VBG DT JJ NN CC PRP VBD TO VB NN .,1
Also it can print the screen of the phone onto the screen,"['RB', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN']",connectivity ,"['Also', 'it', 'can', 'print', 'the', 'screen', 'of', 'the', 'phone', 'onto', 'the', 'screen']","['also', 'it', 'can', 'print', 'the', 'screen', 'of', 'the', 'phone', 'onto', 'the', 'screen']","['also', 'print', 'screen', 'phone', 'onto', 'screen']",1,RB PRP MD VB DT NN IN DT NN IN DT NN,2
So the digital zoom on the N8 works well without excessive pixilation.,"['IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'VBZ', 'RB', 'IN', 'JJ', 'NN', '.']",camera quality,"['So', 'the', 'digital', 'zoom', 'on', 'the', 'N8', 'works', 'well', 'without', 'excessive', 'pixilation', '.']","['So', 'the', 'digit', 'zoom', 'on', 'the', 'N8', 'work', 'well', 'without', 'excess', 'pixil', '.']","['So', 'digit', 'zoom', 'N8', 'work', 'well', 'without', 'excess', 'pixil', '.']",2,IN DT JJ NN IN DT NNP VBZ RB IN JJ NN .,0
Collecting my contacts and storing them in the new phone was painless.,"['VBG', 'PRP$', 'NNS', 'CC', 'VBG', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'NN', '.']",switching cost,"['Collecting', 'my', 'contacts', 'and', 'storing', 'them', 'in', 'the', 'new', 'phone', 'was', 'painless', '.']","['collect', 'my', 'contact', 'and', 'store', 'them', 'in', 'the', 'new', 'phone', 'wa', 'painless', '.']","['collect', 'contact', 'store', 'new', 'phone', 'wa', 'painless', '.']",0,VBG PRP$ NNS CC VBG PRP IN DT JJ NN VBD NN .,1
It also turns into a 3G WiFi hotspot which is also amazing.,"['PRP', 'RB', 'VBZ', 'IN', 'DT', 'CD', 'NNP', 'NN', 'WDT', 'VBZ', 'RB', 'JJ', '.']",connectivity,"['It', 'also', 'turns', 'into', 'a', '3G', 'WiFi', 'hotspot', 'which', 'is', 'also', 'amazing', '.']","['It', 'also', 'turn', 'into', 'a', '3G', 'wifi', 'hotspot', 'which', 'is', 'also', 'amaz', '.']","['It', 'also', 'turn', '3G', 'wifi', 'hotspot', 'also', 'amaz', '.']",2,PRP RB VBZ IN DT CD NNP NN WDT VBZ RB JJ .,0
"However, it would not reliably pick up a signal in the home and calls would go to voice mail without ringing the phone.","['RB', ',', 'PRP', 'MD', 'RB', 'VB', 'VB', 'RP', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'NNS', 'MD', 'VB', 'TO', 'VB', 'NN', 'IN', 'VBG', 'DT', 'NN', '.']",signal quality #missing,"['However', ',', 'it', 'would', 'not', 'reliably', 'pick', 'up', 'a', 'signal', 'in', 'the', 'home', 'and', 'calls', 'would', 'go', 'to', 'voice', 'mail', 'without', 'ringing', 'the', 'phone', '.']","['howev', ',', 'it', 'would', 'not', 'reliabl', 'pick', 'up', 'a', 'signal', 'in', 'the', 'home', 'and', 'call', 'would', 'go', 'to', 'voic', 'mail', 'without', 'ring', 'the', 'phone', '.']","['howev', ',', 'would', 'reliabl', 'pick', 'signal', 'home', 'call', 'would', 'go', 'voic', 'mail', 'without', 'ring', 'phone', '.']",0,"RB , PRP MD RB VB VB RP DT NN IN DT NN CC NNS MD VB TO VB NN IN VBG DT NN .",2
None of the existing apps i have installed were opening.,"['NN', 'IN', 'DT', 'VBG', 'NN', 'NNS', 'VBP', 'VBN', 'VBD', 'VBG', '.']",App Store #missing ,"['None', 'of', 'the', 'existing', 'apps', 'i', 'have', 'installed', 'were', 'opening', '.']","['none', 'of', 'the', 'exist', 'app', 'i', 'have', 'instal', 'were', 'open', '.']","['none', 'exist', 'app', 'instal', 'open', '.']",2,NN IN DT VBG NN NNS VBP VBN VBD VBG .,3
"You can call that contact through various options, like gsm call or voip call using skype or skype to skype call or skype to skype video call","['PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'IN', 'NN', 'NN', 'CC', 'NN', 'NN', 'VBG', 'NN', 'CC', 'NN', 'TO', 'VB', 'NN', 'CC', 'NN', 'TO', 'VB', 'NN', 'NN']",connectivity ,"['You', 'can', 'call', 'that', 'contact', 'through', 'various', 'options', ',', 'like', 'gsm', 'call', 'or', 'voip', 'call', 'using', 'skype', 'or', 'skype', 'to', 'skype', 'call', 'or', 'skype', 'to', 'skype', 'video', 'call']","['you', 'can', 'call', 'that', 'contact', 'through', 'variou', 'option', ',', 'like', 'gsm', 'call', 'or', 'voip', 'call', 'use', 'skype', 'or', 'skype', 'to', 'skype', 'call', 'or', 'skype', 'to', 'skype', 'video', 'call']","['call', 'contact', 'variou', 'option', ',', 'like', 'gsm', 'call', 'voip', 'call', 'use', 'skype', 'skype', 'skype', 'call', 'skype', 'skype', 'video', 'call']",2,"PRP MD VB DT NN IN JJ NNS , IN NN NN CC NN NN VBG NN CC NN TO VB NN CC NN TO VB NN NN",1
"So your stuck with typing out words without auto-text, and with a screen keyboard thatl make you retype words.","['RB', 'PRP$', 'NN', 'IN', 'VBG', 'RP', 'NNS', 'IN', 'JJ', ',', 'CC', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'VBP', 'PRP', 'JJ', 'NNS', '.']",user friendly keyboard #missing,"['So', 'your', 'stuck', 'with', 'typing', 'out', 'words', 'without', 'auto-text', ',', 'and', 'with', 'a', 'screen', 'keyboard', 'thatl', 'make', 'you', 'retype', 'words', '.']","['So', 'your', 'stuck', 'with', 'type', 'out', 'word', 'without', 'auto-text', ',', 'and', 'with', 'a', 'screen', 'keyboard', 'thatl', 'make', 'you', 'retyp', 'word', '.']","['So', 'stuck', 'type', 'word', 'without', 'auto-text', ',', 'screen', 'keyboard', 'thatl', 'make', 'retyp', 'word', '.']",1,"RB PRP$ NN IN VBG RP NNS IN JJ , CC IN DT JJ NN NNS VBP PRP JJ NNS .",0
It lacks the camera focus feature that one finds in almost any decent phone and so,"['PRP', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'WDT', 'CD', 'VBZ', 'IN', 'RB', 'DT', 'JJ', 'NN', 'CC', 'RB']",camera quality #missing,"['It', 'lacks', 'the', 'camera', 'focus', 'feature', 'that', 'one', 'finds', 'in', 'almost', 'any', 'decent', 'phone', 'and', 'so']","['It', 'lack', 'the', 'camera', 'focu', 'featur', 'that', 'one', 'find', 'in', 'almost', 'ani', 'decent', 'phone', 'and', 'so']","['It', 'lack', 'camera', 'focu', 'featur', 'one', 'find', 'almost', 'ani', 'decent', 'phone']",0,PRP VBZ DT NN NN NN WDT CD VBZ IN RB DT JJ NN CC RB,2
The phone is pretty bright in a darkroom when you are going to bed!,"['DT', 'NN', 'VBZ', 'JJ', 'JJ', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBP', 'VBG', 'TO', 'VB', '.']",adaptability,"['The', 'phone', 'is', 'pretty', 'bright', 'in', 'a', 'darkroom', 'when', 'you', 'are', 'going', 'to', 'bed', '!']","['the', 'phone', 'is', 'pretti', 'bright', 'in', 'a', 'darkroom', 'when', 'you', 'are', 'go', 'to', 'bed', '!']","['phone', 'pretti', 'bright', 'darkroom', 'go', 'bed', '!']",0,DT NN VBZ JJ JJ IN DT NN WRB PRP VBP VBG TO VB .,2
" revolutionized my subway travel experience and I would listen to music, play a game, send texts, and go online all at once and it was a pleasure to use.","['VBN', 'PRP$', 'JJ', 'NN', 'NN', 'CC', 'PRP', 'MD', 'VB', 'TO', 'NN', ',', 'VB', 'DT', 'NN', ',', 'VB', 'NN', ',', 'CC', 'VB', 'JJ', 'DT', 'IN', 'RB', 'CC', 'PRP', 'VBD', 'DT', 'NN', 'TO', 'VB', '.']",multi-functionality,"['revolutionized', 'my', 'subway', 'travel', 'experience', 'and', 'I', 'would', 'listen', 'to', 'music', ',', 'play', 'a', 'game', ',', 'send', 'texts', ',', 'and', 'go', 'online', 'all', 'at', 'once', 'and', 'it', 'was', 'a', 'pleasure', 'to', 'use', '.']","['revolution', 'my', 'subway', 'travel', 'experi', 'and', 'I', 'would', 'listen', 'to', 'music', ',', 'play', 'a', 'game', ',', 'send', 'text', ',', 'and', 'go', 'onlin', 'all', 'at', 'onc', 'and', 'it', 'wa', 'a', 'pleasur', 'to', 'use', '.']","['revolution', 'subway', 'travel', 'experi', 'I', 'would', 'listen', 'music', ',', 'play', 'game', ',', 'send', 'text', ',', 'go', 'onlin', 'onc', 'wa', 'pleasur', 'use', '.']",2,"VBN PRP$ JJ NN NN CC PRP MD VB TO NN , VB DT NN , VB NN , CC VB JJ DT IN RB CC PRP VBD DT NN TO VB .",1
"The touch-screen of this phone has begun to hang periodically, rendering it unusable.","['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'RB', ',', 'VBG', 'PRP', 'JJ', '.']",functionality #missing,"['The', 'touch-screen', 'of', 'this', 'phone', 'has', 'begun', 'to', 'hang', 'periodically', ',', 'rendering', 'it', 'unusable', '.']","['the', 'touch-screen', 'of', 'thi', 'phone', 'ha', 'begun', 'to', 'hang', 'period', ',', 'render', 'it', 'unus', '.']","['touch-screen', 'thi', 'phone', 'ha', 'begun', 'hang', 'period', ',', 'render', 'unus', '.']",0,"DT NN IN DT NN VBZ VBN TO VB RB , VBG PRP JJ .",2
It can provide a user with hours of entertainment,"['PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NN']",battery life,"['It', 'can', 'provide', 'a', 'user', 'with', 'hours', 'of', 'entertainment']","['It', 'can', 'provid', 'a', 'user', 'with', 'hour', 'of', 'entertain']","['It', 'provid', 'user', 'hour', 'entertain']",2,PRP MD VB DT NN IN NNS IN NN,1
 I can still find my way around with Nokia maps,"['PRP', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'IN', 'IN', 'NNP', 'NNS']",navigation,"['I', 'can', 'still', 'find', 'my', 'way', 'around', 'with', 'Nokia', 'maps']","['I', 'can', 'still', 'find', 'my', 'way', 'around', 'with', 'nokia', 'map']","['I', 'still', 'find', 'way', 'around', 'nokia', 'map']",2,PRP MD RB VB PRP$ NN IN IN NNP NNS,1
 several apps that I use daily are not available on Windows Phone yet,"['JJ', 'IN', 'DT', 'PRP', 'VBP', 'JJ', 'VBP', 'RB', 'JJ', 'IN', 'NNP', 'NNP', 'RB']","app store #missing","['several', 'apps', 'that', 'I', 'use', 'daily', 'are', 'not', 'available', 'on', 'Windows', 'Phone', 'yet']","['sever', 'app', 'that', 'I', 'use', 'daili', 'are', 'not', 'avail', 'on', 'window', 'phone', 'yet']","['sever', 'app', 'I', 'use', 'daili', 'avail', 'window', 'phone', 'yet']",0,JJ IN DT PRP VBP JJ VBP RB JJ IN NNP NNP RB,0
The phone will not sync to my computer using the Windows phone desktop app with a PC running Windows 8.,"['DT', 'NN', 'MD', 'RB', 'VB', 'TO', 'PRP$', 'NN', 'VBG', 'DT', 'NNP', 'NN', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBG', 'NNP', 'CD', '.']",connectivity #missing,"['The', 'phone', 'will', 'not', 'sync', 'to', 'my', 'computer', 'using', 'the', 'Windows', 'phone', 'desktop', 'app', 'with', 'a', 'PC', 'running', 'Windows', '8', '.']","['the', 'phone', 'will', 'not', 'sync', 'to', 'my', 'comput', 'use', 'the', 'window', 'phone', 'desktop', 'app', 'with', 'a', 'PC', 'run', 'window', '8', '.']","['phone', 'sync', 'comput', 'use', 'window', 'phone', 'desktop', 'app', 'PC', 'run', 'window', '8', '.']",0,DT NN MD RB VB TO PRP$ NN VBG DT NNP NN NN NN IN DT NN VBG NNP CD .,2
"I still have to reboot the phone frequently, there is still significant lag in the UI","['PRP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'NN', 'RB', ',', 'EX', 'VBZ', 'RB', 'JJ', 'NN', 'IN', 'DT', 'NNP']","functionality #missing","['I', 'still', 'have', 'to', 'reboot', 'the', 'phone', 'frequently', ',', 'there', 'is', 'still', 'significant', 'lag', 'in', 'the', 'UI']","['I', 'still', 'have', 'to', 'reboot', 'the', 'phone', 'frequent', ',', 'there', 'is', 'still', 'signific', 'lag', 'in', 'the', 'UI']","['I', 'still', 'reboot', 'phone', 'frequent', ',', 'still', 'signific', 'lag', 'UI']",0,"PRP RB VBP TO VB DT NN RB , EX VBZ RB JJ NN IN DT NNP",2
 The phone does not vibrate strongly enough and I frequently miss calls because of it.,"['DT', 'NN', 'VBZ', 'RB', 'VB', 'RB', 'JJ', 'CC', 'PRP', 'RB', 'VBP', 'NNS', 'IN', 'IN', 'PRP', '.']",UI quality #missing,"['The', 'phone', 'does', 'not', 'vibrate', 'strongly', 'enough', 'and', 'I', 'frequently', 'miss', 'calls', 'because', 'of', 'it', '.']","['the', 'phone', 'doe', 'not', 'vibrat', 'strongli', 'enough', 'and', 'I', 'frequent', 'miss', 'call', 'becaus', 'of', 'it', '.']","['phone', 'doe', 'vibrat', 'strongli', 'enough', 'I', 'frequent', 'miss', 'call', 'becaus', '.']",0,DT NN VBZ RB VB RB JJ CC PRP RB VBP NNS IN IN PRP .,1
The bluetooth is so sensitive that I was able to be in a restaurant and the bluetooth speaker in the car parked in the lot still was able to be in contact with my phone.,"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'PRP', 'VBD', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBN', 'IN', 'DT', 'NN', 'RB', 'VBD', 'JJ', 'TO', 'VB', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']",connectivity,"['The', 'bluetooth', 'is', 'so', 'sensitive', 'that', 'I', 'was', 'able', 'to', 'be', 'in', 'a', 'restaurant', 'and', 'the', 'bluetooth', 'speaker', 'in', 'the', 'car', 'parked', 'in', 'the', 'lot', 'still', 'was', 'able', 'to', 'be', 'in', 'contact', 'with', 'my', 'phone', '.']","['the', 'bluetooth', 'is', 'so', 'sensit', 'that', 'I', 'wa', 'abl', 'to', 'be', 'in', 'a', 'restaur', 'and', 'the', 'bluetooth', 'speaker', 'in', 'the', 'car', 'park', 'in', 'the', 'lot', 'still', 'wa', 'abl', 'to', 'be', 'in', 'contact', 'with', 'my', 'phone', '.']","['bluetooth', 'sensit', 'I', 'wa', 'abl', 'restaur', 'bluetooth', 'speaker', 'car', 'park', 'lot', 'still', 'wa', 'abl', 'contact', 'phone', '.']",0,DT NN VBZ RB JJ IN PRP VBD JJ TO VB IN DT NN CC DT NN NN IN DT NN VBN IN DT NN RB VBD JJ TO VB IN NN IN PRP$ NN .,2
"You get to add a SD card for more space, so by just popping a 16GB or 32GB baby in there, you can have quite a bit of luxurious space to stock up on photos, music, the like","['PRP', 'VBP', 'TO', 'VB', 'DT', 'NNP', 'NN', 'IN', 'JJR', 'NN', ',', 'RB', 'IN', 'RB', 'VBG', 'DT', 'CD', 'CC', 'CD', 'NN', 'IN', 'RB', ',', 'PRP', 'MD', 'VB', 'RB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'TO', 'NN', 'RP', 'IN', 'NNS', ',', 'NN', ',', 'DT', 'JJ']",memory storage,"['You', 'get', 'to', 'add', 'a', 'SD', 'card', 'for', 'more', 'space', ',', 'so', 'by', 'just', 'popping', 'a', '16GB', 'or', '32GB', 'baby', 'in', 'there', ',', 'you', 'can', 'have', 'quite', 'a', 'bit', 'of', 'luxurious', 'space', 'to', 'stock', 'up', 'on', 'photos', ',', 'music', ',', 'the', 'like']","['you', 'get', 'to', 'add', 'a', 'SD', 'card', 'for', 'more', 'space', ',', 'so', 'by', 'just', 'pop', 'a', '16gb', 'or', '32gb', 'babi', 'in', 'there', ',', 'you', 'can', 'have', 'quit', 'a', 'bit', 'of', 'luxuri', 'space', 'to', 'stock', 'up', 'on', 'photo', ',', 'music', ',', 'the', 'like']","['get', 'add', 'SD', 'card', 'space', ',', 'pop', '16gb', '32gb', 'babi', ',', 'quit', 'bit', 'luxuri', 'space', 'stock', 'photo', ',', 'music', ',', 'like']",2,"PRP VBP TO VB DT NNP NN IN JJR NN , RB IN RB VBG DT CD CC CD NN IN RB , PRP MD VB RB DT NN IN JJ NN TO NN RP IN NNS , NN , DT JJ",1
